Ticker,Name,Sector,Industry,MarketCap,EPS,PE,PS,BookMarket,DivRatio
699,RUBI,"The Rubicon Project, Inc.",Technology,"Computer Software: Programming, Data Processing",182700500.0,-1.66,-2.78,2.02,0.5,0.0
700,TRV,"The Travelers Companies, Inc.",Finance,Property-Casualty Insurers,35582602231.0,9.1,13.73,1.12,0.68,2.99
701,TMO,Thermo Fisher Scientific Inc,Capital Goods,Industrial Machinery/Components,96420804475.0,6.39,36.48,3.92,0.29,0.64
702,THO,"Thor Industries, Inc.",Consumer Non-Durables,Homebuilding,4309426950.0,5.99,9.0,0.36,0.68,1.48
703,TDW,Tidewater Inc.,Consumer Services,Marine Transportation,833942405.0,,,,1.57,
704,TIF,Tiffany & Co.,Consumer Services,Consumer Specialties,15142525622.0,3.59,23.95,2.39,0.29,2.09
705,TWI,"Titan International, Inc.",Basic Industries,Steel/Iron Ore,,,,,1.05,
706,TJX,"TJX Companies, Inc. (The)",Consumer Services,Clothing/Shoe/Accessory Stores,69278709857.0,2.84,16.26,1.3,0.09,0.81
707,TOL,"Toll Brothers, Inc.",Capital Goods,Homebuilding,4921957600.0,4.06,8.22,0.77,0.92,0.38
708,TR,"Tootsie Roll Industries, Inc.",Consumer Non-Durables,Specialty Foods,1849743044.0,1.2,29.37,4.36,0.33,0.36
709,TMK,Torchmark Corporation,Finance,Life Insurance,9927153552.0,,,,0.6,0.62
710,TTC,Toro Company (The),Capital Goods,Tools/Hardware,6152456950.0,2.5,23.35,2.43,0.11,0.77
711,TSS,"Total System Services, Inc.",Miscellaneous,Business Services,17475874537.0,3.75,22.06,3.52,0.18,0.52
712,TOWR,"Tower International, Inc.",Capital Goods,Auto Parts:O.E.M.,581144411.0,2.84,10.73,0.29,0.52,0.48
713,TSQ,"Townsquare Media, Inc.",Consumer Services,Broadcasting,142608023.0,-2.35,-2.64,0.23,3.14,0.22
714,TDG,Transdigm Group Incorporated,Capital Goods,Military/Government/Technical,18964223596.0,,,,-0.1,1.01
715,RIG,Transocean Ltd.,Energy,Oil & Gas Production,6452298517.0,-4.25,-2.29,1.47,2.66,0.0
716,TRU,TransUnion,Finance,Finance: Consumer Services,13344575000.0,2.28,27.01,5.13,0.17,0.15
717,TVPT,Travelport Worldwide Limited,Consumer Services,Transportation Services,2016791312.0,0.93,15.68,0.72,,0.31
718,THS,"Treehouse Foods, Inc.",Consumer Non-Durables,Packaged Foods,2615391477.0,-6.32,-8.21,0.49,0.75,0.0
719,TRCO,Tribune Media Company,Consumer Services,Broadcasting,3320921061.0,,,,0.88,1.0
720,TNET,"TriNet Group, Inc.",Miscellaneous,Business Services,,3.28,14.1,0.94,0.12,0.0
721,TRN,"Trinity Industries, Inc.",Capital Goods,Railroads,5796935398.0,3.54,6.09,1.13,1.06,0.41
722,TSE,Trinseo S.A.,Basic Industries,Major Chemicals,3446739785.0,9.53,4.98,0.44,0.41,1.5
723,TGI,"Triumph Group, Inc.",Capital Goods,Aerospace,1095866684.0,-10.28,-1.55,0.24,-0.28,0.16
724,TROX,Tronox Limited,Basic Industries,Major Chemicals,1450611169.0,-0.02,-672.26,0.73,0.66,0.19
725,TBI,"TrueBlue, Inc.",Technology,Professional Services,1003495150.0,1.67,14.79,0.4,,0.0
726,TUP,Tupperware Brands Corporation,Consumer Non-Durables,Plastic Products,1648004084.0,-3.73,-9.81,0.86,-0.13,2.77
727,TWTR,"Twitter, Inc.",Technology,"Computer Software: Programming, Data Processing",21560716680.0,1.39,24.54,8.92,0.25,0.0
728,TYL,"Tyler Technologies, Inc.",Technology,Computer Software: Prepackaged Software,8628417590.0,4.62,40.44,7.87,0.2,0.0
729,TSN,"Tyson Foods, Inc.",Consumer Non-Durables,Meat/Poultry/Fish,23156068118.0,8.28,7.1,0.54,0.6,1.18
730,USB,U.S. Bancorp,Finance,Major Banks,87838753152.0,4.02,13.45,3.97,0.57,1.37
731,SLCA,"U.S. Silica Holdings, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),1504607399.0,1.61,9.45,0.76,1.33,0.26
732,UDR,"UDR, Inc.",Consumer Services,Real Estate Investment Trusts,10615707075.0,0.7,58.05,10.48,0.33,1.28
733,UA,"Under Armour, Inc.",Consumer Non-Durables,Apparel,7310816446.0,-0.31,-64.26,1.72,0.25,0.0
734,UFI,"Unifi, Inc.",Consumer Non-Durables,Textiles,483770964.0,1.34,17.92,0.63,0.88,0.0
735,UNP,Union Pacific Corporation,Transportation,Railroads,1.21107005913e+11,15.29,9.71,5.04,0.19,2.93
736,UIS,Unisys Corporation,Technology,EDP Services,1011081247.0,1.99,7.71,0.28,-1.54,0.0
737,UNFI,"United Natural Foods, Inc.",Consumer Non-Durables,Food Distributors,1492036958.0,2.3,4.25,0.05,,0.0
739,UPS,"United Parcel Service, Inc.",Transportation,Trucking Freight/Courier Services,1.02191745723e+11,6.28,17.54,1.36,0.03,3.4
740,URI,"United Rentals, Inc.",Technology,Diversified Commercial Services,13175181938.0,20.11,6.3,1.38,0.33,0.0
741,X,United States Steel Corporation,Basic Industries,Steel/Iron Ore,5210370194.0,,,,0.8,
742,UTX,United Technologies Corporation,Capital Goods,Aerospace,1.11685021653e+11,6.3,20.74,1.61,0.33,
743,UNH,UnitedHealth Group Incorporated,Health Care,Medical Specialities,2.58696150346e+11,13.02,20.09,1.15,0.22,3.3
744,UTL,UNITIL Corporation,Public Utilities,Power Generation,741261241.0,,,,0.47,
745,UHS,"Universal Health Services, Inc.",Health Care,Hospital/Nursing Management,11829148358.0,8.96,15.4,1.21,0.42,0.4
746,UVE,UNIVERSAL INSURANCE HOLDINGS INC,Finance,Property-Casualty Insurers,1653941710.0,4.6,9.78,1.93,0.34,0.85
747,UNM,Unum Group,Finance,Accident &Health Insurance,8621362768.0,2.45,15.14,0.71,1.05,0.96
748,USNA,"USANA Health Sciences, Inc.",Consumer Durables,Specialty Chemicals,2753410118.0,3.65,33.18,2.51,0.15,0.0
749,USG,USG Corporation,Capital Goods,Building Materials,6000996389.0,0.6,71.2,1.81,0.31,0.0
750,VFC,V.F. Corporation,Consumer Non-Durables,Apparel,36629033823.0,1.99,38.12,2.33,0.14,1.82
751,EGY,"VAALCO Energy, Inc. ",Energy,Oil & Gas Production,152180961.0,1.54,1.06,1.02,1.13,0.0
752,MTN,"Vail Resorts, Inc.",Consumer Services,Services-Misc. Amusement & Recreation,9899500480.0,7.42,30.78,4.6,0.17,5.46
753,VLO,Valero Energy Corporation,Energy,Integrated oil Companies,50477152482.0,10.55,7.5,0.3,0.68,3.11
754,VMI,"Valmont Industries, Inc.",Capital Goods,Metal Fabrications,3058718891.0,3.25,39.37,1.04,0.39,1.51
755,VAR,"Varian Medical Systems, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,9856000836.0,1.64,76.8,3.94,0.14,0.0
756,VGR,Vector Group Ltd.,Consumer Non-Durables,Farming/Seeds/Milling,1862899208.0,0.57,22.01,0.94,-0.25,1.6
757,VEC,"Vectrus, Inc.",Consumer Services,Diversified Commercial Services,341593317.0,5.97,4.08,0.22,0.77,0.0
758,VEEV,Veeva Systems Inc.,Technology,Computer Software: Prepackaged Software,13738507422.0,1.32,69.54,16.3,0.09,0.0
759,VTR,"Ventas, Inc.",Consumer Services,Real Estate Investment Trusts,18891268007.0,2.08,29.0,5.77,0.5,2.37
760,VER,VEREIT Inc.,Consumer Services,Real Estate Investment Trusts,6762781627.0,-0.15,-50.17,5.77,1.02,
761,VZ,Verizon Communications Inc.,Public Utilities,Telecommunications Equipment,2.2733694587e+11,7.84,7.48,1.85,0.23,2.35
762,VNCE,Vince Holding Corp.,Consumer Services,Clothing/Shoe/Accessory Stores,163042798.0,6.14,1.73,0.45,,0.0
763,V,Visa Inc.,Miscellaneous,Business Services,3.17863446562e+11,4.59,28.95,14.47,0.13,0.85
764,VSTO,Vista Outdoor Inc.,Capital Goods,Ordnance And Accessories,932534456.0,-0.84,-12.8,0.27,1.91,0.0
765,VSLR,"Vivint Solar, Inc.",Capital Goods,Building Products,,1.56,2.95,1.82,0.87,0.0
766,VMW,"Vmware, Inc.",Technology,Computer Software: Prepackaged Software,61722912279.0,3.56,45.39,7.56,0.17,0.0
767,VNO,Vornado Realty Trust,Consumer Services,Real Estate Investment Trusts,13374863603.0,1.64,42.74,6.18,0.45,2.8
768,VOYA,"Voya Financial, Inc.",Finance,Life Insurance,8336837442.0,-14.22,-3.06,0.87,1.36,
769,VMC,Vulcan Materials Company,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),14634152431.0,5.43,19.1,3.22,0.38,1.09
770,WPC,W.P. Carey Inc.,Consumer Services,Real Estate Investment Trusts,6748073958.0,2.72,25.19,9.13,,4.06
771,GRA,W.R. Grace & Co.,Basic Industries,Major Chemicals,4969832346.0,-0.36,-171.41,2.24,,
772,GWW,"W.W. Grainger, Inc.",Consumer Services,Office Equipment/Supplies/Services,19704653079.0,12.86,22.84,1.49,0.13,5.53
773,WNC,Wabash National Corporation,Capital Goods,Construction/Ag Equipment/Trucks,1005995693.0,1.05,14.91,0.73,0.55,0.17
774,WBC,Wabco Holdings Inc.,Capital Goods,Auto Manufacturing,6224261132.0,8.4,13.16,1.53,0.21,0.0
775,WMT,Walmart Inc.,Consumer Services,Department/Specialty Retail Stores,2.77321877001e+11,1.75,53.19,0.54,0.29,2.07
776,DIS,Walt Disney Company (The),Consumer Services,Television Services,1.70705705169e+11,8.4,13.34,2.83,0.32,1.68
777,WM,"Waste Management, Inc.",Public Utilities,Environmental Services,38567377722.0,5.33,16.49,2.57,0.17,1.83
778,WAT,Waters Corporation,Capital Goods,Biotechnology: Laboratory Analytical Instruments,14940756532.0,0.71,275.83,6.4,0.13,0.0
779,WTS,"Watts Water Technologies, Inc.",Capital Goods,Metal Fabrications,,2.72,23.58,1.43,,0.8
780,W,Wayfair Inc.,Consumer Services,Catalog/Specialty Distribution,11836801628.0,-4.87,-16.95,1.18,-0.04,0.0
781,WFT,Weatherford International plc,Energy,Metal Fabrications,2163370028.0,-0.53,-5.31,0.14,3.68,0.0
782,WEC,"WEC Energy Group, Inc.",Public Utilities,Power Generation,21544623829.0,4.08,17.71,2.98,0.43,2.18
783,WRI,Weingarten Realty Investors,Consumer Services,Real Estate Investment Trusts,3636869301.0,3.55,7.99,6.66,0.53,2.33
784,WCG,"WellCare Health Plans, Inc.",Health Care,Medical Specialities,13906086279.0,9.79,27.3,0.65,0.31,0.0
785,WFC,Wells Fargo & Company,Finance,Major Banks,2.61527138671e+11,4.26,10.94,2.59,0.81,1.9
786,WAIR,"Wesco Aircraft Holdings, Inc.",Capital Goods,Wholesale Distributors,1095427641.0,0.33,26.87,0.56,0.79,0.0
787,WCC,"WESCO International, Inc.",Consumer Non-Durables,Telecommunications Equipment,2785459167.0,4.08,12.84,0.3,,
788,WAL,Western Alliance Bancorporation,Finance,Major Banks,6082977618.0,,,,0.49,0.0
789,WGP,"Western Gas Equity Partners, LP",Public Utilities,Natural Gas Distribution,,,,,0.56,
790,WU,Western Union Company (The),Miscellaneous,Business Services,8126544347.0,-1.06,-17.9,1.53,-0.05,0.74
791,WAB,Westinghouse Air Brake Technologies Corporation,Capital Goods,Railroads,,3.23,25.99,1.86,0.35,0.48
792,WLK,Westlake Chemical Corporation,Basic Industries,Major Chemicals,10586469718.0,12.94,5.39,1.04,0.68,0.88
793,WRK,Westrock Company,Consumer Durables,Containers/Packaging,12898479101.0,7.14,7.08,0.8,0.89,1.69
794,WHG,Westwood Holdings Group Inc,Finance,Investment Managers,454698867.0,2.91,14.27,2.66,0.44,2.88
795,WEX,WEX Inc.,Miscellaneous,Business Services,,,,,0.28,
796,WY,Weyerhaeuser Company,Consumer Services,Real Estate Investment Trusts,23374414457.0,,,,0.45,1.3
797,WHR,Whirlpool Corporation,Consumer Durables,Consumer Electronics/Appliances,7267239307.0,-9.0,-12.84,0.38,0.45,4.48
798,WMB,"Williams Companies, Inc. (The)",Public Utilities,Natural Gas Distribution,22926574336.0,2.4,10.28,2.48,0.55,1.39
799,WSM,"Williams-Sonoma, Inc.",Consumer Services,Home Furnishings,5254704680.0,3.32,16.01,0.8,0.26,1.68
800,WGO,"Winnebago Industries, Inc.",Consumer Non-Durables,Homebuilding,1004235946.0,3.24,8.52,0.43,0.61,0.4
801,WK,Workiva Inc.,Technology,Computer Software: Prepackaged Software,1594785912.0,-1.32,-26.75,6.47,-0.01,0.0
802,INT,World Fuel Services Corporation,Energy,Oil Refining/Marketing,1890884025.0,-1.41,-20.94,0.05,0.9,0.24
803,WWE,"World Wrestling Entertainment, Inc.",Consumer Services,Movies/Entertainment,7122597110.0,0.82,85.12,6.19,0.05,0.48
804,WOR,"Worthington Industries, Inc.",Capital Goods,Steel/Iron Ore,2531222609.0,3.4,12.46,0.68,0.41,0.86
805,WPX,"WPX Energy, Inc.",Energy,Oil & Gas Production,8534681005.0,-0.63,-21.29,3.36,0.67,0.04
806,XRX,Xerox Corporation,Technology,Computer peripheral equipment,6672602193.0,,,,0.86,
807,XPO,"XPO Logistics, Inc.",Consumer Services,Transportation Services,13956121385.0,4.41,16.4,0.51,0.5,0.06
808,XYL,Xylem Inc.,Capital Goods,Fluid Controls,13963480076.0,2.2,31.39,2.43,0.21,0.82
809,YELP,Yelp Inc.,Consumer Services,Other Consumer Services,3864891250.0,1.96,17.62,3.17,0.39,0.0
810,YUM,"Yum! Brands, Inc.",Consumer Services,Restaurants,29296400573.0,,,,-0.27,
811,ZAYO,"Zayo Group Holdings, Inc.",Public Utilities,Telecommunications Equipment,8197370086.0,0.41,57.8,2.24,,0.0
812,ZEN,"Zendesk, Inc.",Technology,EDP Services,,-1.26,-39.19,9.38,0.08,0.0
813,ZBH,"Zimmer Biomet Holdings, Inc.",Health Care,Industrial Specialties,26166228606.0,8.63,13.05,2.88,0.53,0.96
814,ZTS,Zoetis Inc.,Health Care,Major Pharmaceuticals,44491427392.0,2.4,38.43,7.82,0.05,0.48
815,FLWS,"1-800 FLOWERS.COM, Inc.",Consumer Services,Other Specialty Stores,720839700.0,0.57,20.83,0.66,0.37,0.0
816,SRCE,1st Source Corporation,Finance,Major Banks,,3.04,15.07,3.9,0.63,0.94
817,ABMD,"ABIOMED, Inc.",Health Care,Medical/Dental Instruments,18489881619.0,4.28,70.08,19.34,0.06,0.0
818,ACHC,"Acadia Healthcare Company, Inc.",Health Care,Medical Specialities,3151395116.0,2.59,16.21,1.22,0.73,0.0
819,ACAD,ACADIA Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,2683894343.0,-1.99,-9.44,11.29,0.09,0.0
820,ARAY,Accuray Incorporated,Health Care,Medical/Dental Instruments,358060568.0,-0.28,-14.0,0.81,0.14,0.0
821,ACRX,"AcelRx Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,181193743.0,-0.83,-3.66,71.4,-0.2,0.0
822,ACET,Aceto Corporation,Health Care,Other Pharmaceuticals,72967664.0,-9.55,-0.13,0.06,1.92,0.12
823,ACOR,"Acorda Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,-3.15,-6.6,1.64,0.61,0.0
824,ATVI,"Activision Blizzard, Inc",Technology,Computer Software: Prepackaged Software,59094029885.0,0.76,67.0,5.41,0.27,0.34
825,ADBE,Adobe Inc.,Technology,Computer Software: Prepackaged Software,1.33218150321e+11,4.91,48.46,13.65,0.08,0.0
826,ADRO,"Aduro Biotech, Inc.",Health Care,Major Pharmaceuticals,,-1.22,-2.11,12.5,0.77,0.0
827,ADES,"Advanced Emissions Solutions, Inc.",Basic Industries,Major Chemicals,239940252.0,1.75,6.15,29.32,,1.01
828,AEIS,"Advanced Energy Industries, Inc.",Capital Goods,Industrial Machinery/Components,1899354765.0,2.49,17.43,2.3,0.36,0.0
829,AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,25795123942.0,0.37,56.51,3.11,0.05,0.0
830,ACT,AdvisorShares Vice ETF,,,3529712000.0,-4.41,-6.0,0.45,1.06,0.0
831,AEHR,Aehr Test Systems,Capital Goods,Electrical Products,42809774.0,-0.05,-46.43,1.69,0.38,0.0
832,AVAV,"AeroVironment, Inc.",Capital Goods,Aerospace,2440083991.0,2.19,33.72,5.4,0.25,0.0
833,AGYS,"Agilysys, Inc.",Technology,EDP Services,358511498.0,-0.33,-49.23,2.87,0.28,0.0
834,AGIO,"Agios Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,,-6.22,-11.2,51.72,0.19,0.0
835,AGNC,AGNC Investment Corp.,Consumer Services,Real Estate Investment Trusts,8653537466.0,3.1,5.61,5.07,1.16,2.21
836,AKAM,"Akamai Technologies, Inc.",Miscellaneous,Business Services,11227986559.0,1.35,52.17,4.44,0.28,0.0
837,AKER,Akers Biosciences Inc.,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,37642517.0,-0.97,-1.36,6.48,0.47,0.0
838,AKRX,"Akorn, Inc.",Health Care,Major Pharmaceuticals,792851420.0,-2.01,-3.35,1.16,0.77,0.0
839,ALRM,"Alarm.com Holdings, Inc.",Technology,Computer Software: Prepackaged Software,,0.29,176.76,6.18,0.11,0.0
840,ALXN,"Alexion Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,28804935832.0,0.68,180.41,7.04,0.33,0.0
841,ALGN,"Align Technology, Inc.",Health Care,Industrial Specialties,28361824155.0,3.91,57.67,9.74,0.07,0.0
842,ALJJ,"ALJ Regional Holdings, Inc.",Miscellaneous,Business Services,62569841.0,,,,1.59,0.0
843,ALKS,Alkermes plc,Health Care,Major Pharmaceuticals,6928610091.0,-0.9,-41.81,5.53,0.2,0.0
844,ALGT,Allegiant Travel Company,Transportation,Air Freight/Delivery Services,1941563584.0,12.6,9.61,1.18,0.33,2.84
845,ARLP,"Alliance Resource Partners, L.P.",Energy,Coal Mining,,,,,0.49,
846,LNT,Alliant Energy Corporation,Public Utilities,Power Generation,10210663433.0,2.24,19.68,2.91,0.46,1.32
847,AHPI,"Allied Healthcare Products, Inc.",Health Care,Industrial Specialties,8308022.0,-0.66,-2.99,0.24,1.61,0.0
848,AMOT,"Allied Motion Technologies, Inc.",Capital Goods,Electrical Products,452847234.0,1.45,31.19,1.38,0.23,0.11
849,MDRX,"Allscripts Healthcare Solutions, Inc.",Technology,EDP Services,2397393103.0,-0.03,-347.74,0.87,0.89,0.0
850,ALNY,"Alnylam Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,8379447163.0,-6.97,-10.5,79.21,0.2,0.0
851,AOSL,Alpha and Omega Semiconductor Limited,Technology,Semiconductors,237912585.0,0.5,21.01,0.58,1.67,0.0
852,GOOG,Alphabet Inc.,Technology,"Computer Software: Programming, Data Processing",7.99312890844e+11,27.01,39.1,5.65,0.23,0.0
853,ALTR,Altair Engineering Inc.,Technology,Computer Software: Prepackaged Software,2668298744.0,-0.74,-39.65,5.09,0.11,0.0
854,AIMC,Altra Industrial Motion Corp.,Capital Goods,Industrial Machinery/Components,,1.81,17.34,0.98,0.21,0.69
855,AMRK,"A-Mark Precious Metals, Inc.",Basic Industries,Other Specialty Stores,92815140.0,-0.34,-36.86,0.01,0.8,0.16
856,AMZN,"Amazon.com, Inc.",Consumer Services,Catalog/Specialty Distribution,9.21660137794e+11,,,,0.05,0.0
857,AMBA,"Ambarella, Inc.",Technology,Semiconductors,1112043489.0,-0.74,-52.85,5.27,0.33,0.0
858,AMCX,AMC Networks Inc.,Consumer Services,Television Services,3617798104.0,8.76,6.87,1.22,0.16,0.0
859,UHAL,Amerco,Consumer Services,Rental/Leasing Companies,6830176872.0,42.43,8.02,1.79,0.54,2.0
860,AAL,"American Airlines Group, Inc.",Transportation,Air Freight/Delivery Services,16780955831.0,2.81,12.9,0.38,,0.4
861,AMSWA,"American Software, Inc.",Technology,Computer Software: Prepackaged Software,366703029.0,0.31,33.16,2.73,0.37,0.44
862,AMSC,American Superconductor Corporation,Consumer Durables,Metal Fabrications,148596497.0,0.38,25.82,3.5,0.34,0.0
863,AMWD,American Woodmark Corporation,Basic Industries,Forest Products,1314115130.0,3.72,15.75,0.65,0.61,0.0
864,AMGN,Amgen Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1.33059718813e+11,3.22,59.91,5.66,0.12,5.13
865,FOLD,"Amicus Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2504145586.0,-1.89,-5.56,25.8,0.2,0.0
866,AMKR,"Amkor Technology, Inc.",Technology,Semiconductors,1691140991.0,0.82,7.67,0.34,1.21,0.0
867,ASYS,"Amtech Systems, Inc.",Technology,Industrial Machinery/Components,,0.36,13.14,0.4,,0.0
868,ADI,"Analog Devices, Inc.",Technology,Semiconductors,32142018660.0,4.04,22.07,5.32,0.33,1.9
869,AVXL,Anavex Life Sciences Corp.,Health Care,Biotechnology: Commercial Physical & Biological Resarch,110852384.0,-0.39,-5.14,50.47,0.21,0.0
870,ANGI,ANGI Homeservices Inc.,Consumer Services,Advertising,6465973665.0,-0.04,-443.45,7.25,,0.0
871,ANIK,Anika Therapeutics Inc.,Health Care,Medical/Dental Instruments,,,27.11,4.79,0.5,
872,ANSS,"ANSYS, Inc.",Technology,Computer Software: Prepackaged Software,14184793162.0,3.79,42.79,11.55,0.2,0.0
873,APOG,"Apogee Enterprises, Inc.",Capital Goods,Auto Parts:O.E.M.,1165066908.0,2.91,12.94,0.75,,0.61
874,AAPL,Apple Inc.,Technology,Computer Manufacturing,1.08330410254e+12,12.23,13.75,3.12,0.15,2.87
875,ARCI,"Appliance Recycling Centers of America, Inc.",Consumer Services,Home Furnishings,6394089.0,-0.23,-2.36,0.14,5.05,0.0
876,AMAT,"Applied Materials, Inc.",Technology,Semiconductors,35967623163.0,3.27,9.99,1.92,0.22,0.6
877,AAOI,"Applied Optoelectronics, Inc.",Technology,Semiconductors,469700522.0,0.62,34.08,1.43,0.8,0.0
878,ARCW,"ARC Group Worldwide, Inc.",Capital Goods,Metal Fabrications,44747637.0,-0.53,-2.25,0.3,1.09,0.0
879,ARCB,ArcBest Corporation,Transportation,Trucking Freight/Courier Services,,,,,0.7,0.32
880,ACGL,Arch Capital Group Ltd.,Finance,Property-Casualty Insurers,11694356821.0,2.34,12.12,1.74,0.91,0.13
881,ARTX,Arotech Corporation,Miscellaneous,Industrial Machinery/Components,,0.22,12.47,0.71,1.0,
882,ARQL,"ArQule, Inc.",Health Care,Major Pharmaceuticals,,-0.13,-27.88,18.02,0.22,0.0
883,ARRY,Array BioPharma Inc.,Health Care,Major Pharmaceuticals,2893469791.0,-0.65,-23.9,15.96,0.07,0.0
884,ARRS,ARRIS International plc,Technology,Radio And Television Broadcasting And Communications Equipment,3642927141.0,1.75,14.22,0.73,0.49,0.0
885,ASNA,"Ascena Retail Group, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,824772379.0,-0.21,-12.73,0.08,,0.0
886,ASCMA,"Ascent Capital Group, Inc.",Consumer Services,Other Consumer Services,20262039.0,-26.9,-0.03,0.02,-15.96,0.0
887,ASPU,Aspen Group Inc.,Consumer Services,Other Consumer Services,98422328.0,,,,0.29,0.0
888,AZPN,"Aspen Technology, Inc.",Technology,EDP Services,7702325230.0,2.12,41.42,12.82,0.08,0.0
889,ATRO,Astronics Corporation,Capital Goods,Military/Government/Technical,265331461.0,,,,1.5,0.0
890,ASTC,Astrotech Corporation,Capital Goods,Biotechnology: Laboratory Analytical Instruments,10735107.0,-3.07,-1.15,120.24,0.13,0.0
891,ATHN,"athenahealth, Inc.",Miscellaneous,Business Services,5042498378.0,3.11,42.43,4.06,0.22,0.0
892,AAME,Atlantic American Corporation,Finance,Life Insurance,50623708.0,0.06,39.77,0.28,2.09,0.04
893,AAWW,Atlas Air Worldwide Holdings,Transportation,Transportation Services,,10.57,4.77,0.51,1.37,0.0
894,ADSK,"Autodesk, Inc.",Technology,Computer Software: Prepackaged Software,31963937911.0,-1.47,-93.81,12.54,-0.01,0.0
895,ADP,"Automatic Data Processing, Inc.",Technology,EDP Services,66146115328.0,3.9,36.02,4.55,0.08,2.53
896,AVEO,"AVEO Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,,,,,,0.0
897,AVNW,"Aviat Networks, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,87804045.0,0.33,44.72,0.32,0.78,0.0
898,AWRE,"Aware, Inc.",Technology,Computer Software: Prepackaged Software,78327084.0,0.01,254.91,5.07,,0.0
899,ACLS,"Axcelis Technologies, Inc.",Technology,Industrial Machinery/Components,630695985.0,4.02,4.24,1.21,0.72,0.0
900,AXGN,"AxoGen, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,,-0.55,-29.26,7.43,0.24,0.0
901,AXTI,AXT Inc,Technology,Semiconductors,291195510.0,0.36,14.73,1.92,0.94,0.0
902,BCPC,Balchem Corporation,Basic Industries,Major Chemicals,3403465611.0,3.13,27.39,4.29,0.25,0.42
903,BBSI,"Barrett Business Services, Inc.",Technology,Professional Services,473390846.0,4.33,16.43,0.55,0.19,1.0
904,BSET,"Bassett Furniture Industries, Incorporated",Consumer Durables,Home Furnishings,229319443.0,1.06,18.96,0.47,0.9,0.81
905,BBGI,"Beasley Broadcast Group, Inc.",Consumer Services,Broadcasting,180447435.0,2.69,2.08,0.64,1.72,0.19
906,BBBY,Bed Bath & Beyond Inc.,Consumer Services,Home Furnishings,1974179949.0,2.54,5.23,0.15,1.58,0.62
907,BGNE,"BeiGene, Ltd.",Health Care,Major Pharmaceuticals,1.15036119441e+11,,,,0.02,
908,BLCM,"Bellicum Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,,,,,0.58,0.0
909,BNCL,"Beneficial Bancorp, Inc.",Finance,Savings Institutions,,,,,,0.5
910,BGCP,"BGC Partners, Inc.",Finance,Investment Bankers/Brokers/Service,3804460435.0,0.21,29.04,0.72,0.62,0.51
911,BIIB,Biogen Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),68909570128.0,15.33,20.39,4.91,0.22,0.0
912,BLFS,"BioLife Solutions, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,259348437.0,0.09,117.82,9.67,0.21,0.03
913,BMRN,BioMarin Pharmaceutical Inc.,Health Care,Major Pharmaceuticals,17952611110.0,-0.71,-132.17,11.04,0.18,0.0
914,BMRA,"Biomerica, Inc.",Health Care,Medical/Dental Instruments,30627942.0,-0.2,-14.66,4.65,0.15,0.0
915,BSTC,BioSpecifics Technologies Corp,Health Care,Major Pharmaceuticals,,2.29,29.07,16.11,0.19,0.0
916,TECH,Bio-Techne Corp,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),7117992986.0,3.4,46.33,8.95,0.19,1.28
917,BJRI,"BJ&#39;s Restaurants, Inc.",Consumer Services,Restaurants,1420669479.0,3.06,18.58,1.08,0.26,0.44
918,BLKB,"Blackbaud, Inc.",Technology,Computer Software: Prepackaged Software,4544071902.0,1.4,50.34,3.93,0.11,0.49
919,BCOR,"Blucora, Inc.",Finance,Finance: Consumer Services,1716202633.0,,,,0.47,0.0
920,BLUE,"bluebird bio, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,-10.48,-11.4,151.13,,0.0
921,BPMC,Blueprint Medicines Corporation,Health Care,Major Pharmaceuticals,,,,,0.19,
922,WIFI,"Boingo Wireless, Inc.",Consumer Services,Telecommunications Equipment,1416729366.0,-0.06,-391.16,4.32,0.11,0.0
923,BOKF,BOK Financial Corporation,Finance,Major Banks,6301360529.0,5.78,15.72,3.84,0.6,1.79
924,BRID,Bridgford Foods Corporation,Consumer Non-Durables,Specialty Foods,154306144.0,0.66,25.93,1.11,0.39,0.0
925,AVGO,Broadcom Inc.,Technology,Semiconductors,67527048902.0,5.17,47.27,9.45,0.07,1.55
